789	Cluster 0
791	Cluster 0
792	Cluster 0
793	Cluster 0
794	Cluster 0
795	Cluster 0
796	Cluster 0
797	Cluster 0
798	Cluster 0
799	Cluster 0
800	Cluster 0
801	Cluster 0
802	Cluster 0
804	Cluster 0
805	Cluster 0
806	Cluster 0
809	Cluster 0
810	Cluster 0
811	Cluster 0
812	Cluster 0
816	Cluster 0
818	Cluster 0
819	Cluster 0
820	Cluster 0
821	Cluster 0
822	Cluster 0
823	Cluster 0
824	Cluster 0
825	Cluster 0
826	Cluster 0
827	Cluster 0
828	Cluster 0
829	Cluster 0
830	Cluster 0
831	Cluster 0
832	Cluster 0
834	Cluster 0
836	Cluster 0
837	Cluster 0
841	Cluster 0
842	Cluster 0
843	Cluster 0
844	Cluster 0
847	Cluster 0
848	Cluster 0
849	Cluster 0
851	Cluster 0
852	Cluster 0
853	Cluster 0
854	Cluster 0
855	Cluster 0
856	Cluster 0
857	Cluster 0
858	Cluster 0
859	Cluster 0
860	Cluster 0
861	Cluster 0
862	Cluster 0
863	Cluster 0
865	Cluster 0
866	Cluster 0
867	Cluster 0
868	Cluster 0
869	Cluster 0
870	Cluster 0
871	Cluster 0
872	Cluster 0
873	Cluster 0
874	Cluster 0
881	Cluster 0
882	Cluster 0
883	Cluster 0
884	Cluster 0
885	Cluster 0
886	Cluster 0
887	Cluster 0
888	Cluster 0
889	Cluster 0
890	Cluster 0
891	Cluster 0
892	Cluster 0
893	Cluster 0
894	Cluster 0
895	Cluster 0
896	Cluster 0
897	Cluster 0
898	Cluster 0
899	Cluster 0
900	Cluster 0
901	Cluster 0
902	Cluster 0
903	Cluster 0
907	Cluster 0
908	Cluster 0
909	Cluster 0
910	Cluster 0
912	Cluster 0
913	Cluster 0
914	Cluster 0
915	Cluster 0
916	Cluster 0
918	Cluster 0
919	Cluster 0
920	Cluster 0
921	Cluster 0
922	Cluster 0
923	Cluster 0
924	Cluster 0
925	Cluster 0
926	Cluster 0
927	Cluster 0
928	Cluster 0
929	Cluster 0
930	Cluster 0
934	Cluster 0
935	Cluster 0
937	Cluster 0
938	Cluster 0
940	Cluster 0
941	Cluster 0
942	Cluster 0
943	Cluster 0
944	Cluster 0
945	Cluster 0
946	Cluster 0
947	Cluster 0
948	Cluster 0
949	Cluster 0
950	Cluster 0
951	Cluster 0
952	Cluster 0
953	Cluster 0
954	Cluster 0
955	Cluster 0
956	Cluster 0
957	Cluster 0
958	Cluster 0
959	Cluster 0
960	Cluster 0
965	Cluster 0
966	Cluster 0
967	Cluster 0
968	Cluster 0
970	Cluster 0
971	Cluster 0
972	Cluster 0
973	Cluster 0
976	Cluster 0
977	Cluster 0
978	Cluster 0
979	Cluster 0
980	Cluster 0
981	Cluster 0
982	Cluster 0
983	Cluster 0
984	Cluster 0
985	Cluster 0
986	Cluster 0
987	Cluster 0
988	Cluster 0
989	Cluster 0
990	Cluster 0
991	Cluster 0
992	Cluster 0
993	Cluster 0
994	Cluster 0
995	Cluster 0
996	Cluster 0
997	Cluster 0
998	Cluster 0
999	Cluster 0
1001	Cluster 0
1002	Cluster 0
1003	Cluster 0
1004	Cluster 0
1005	Cluster 0
1007	Cluster 0
1008	Cluster 0
1009	Cluster 0
1010	Cluster 0
1011	Cluster 0
1012	Cluster 0
1013	Cluster 0
1014	Cluster 0
1015	Cluster 0
1016	Cluster 0
1018	Cluster 0
1019	Cluster 0
1020	Cluster 0
1021	Cluster 0
1022	Cluster 0
1025	Cluster 0
1026	Cluster 0
1027	Cluster 0
1028	Cluster 0
1029	Cluster 0
1030	Cluster 0
1031	Cluster 0
1032	Cluster 0
1034	Cluster 0
1035	Cluster 0
1036	Cluster 0
1037	Cluster 0
1039	Cluster 0
1040	Cluster 0
1044	Cluster 0
1045	Cluster 0
1046	Cluster 0
1047	Cluster 0
1048	Cluster 0
1052	Cluster 0
1053	Cluster 0
1054	Cluster 0
1055	Cluster 0
1056	Cluster 0
1057	Cluster 0
1058	Cluster 0
1059	Cluster 0
1060	Cluster 0
1061	Cluster 0
1062	Cluster 0
1063	Cluster 0
1064	Cluster 0
1065	Cluster 0
1066	Cluster 0
1067	Cluster 0
1068	Cluster 0
1069	Cluster 0
1070	Cluster 0
1071	Cluster 0
1072	Cluster 0
1073	Cluster 0
1074	Cluster 0
1075	Cluster 0
1076	Cluster 0
1077	Cluster 0
1078	Cluster 0
1079	Cluster 0
1081	Cluster 0
1082	Cluster 0
1083	Cluster 0
1084	Cluster 0
1085	Cluster 0
1086	Cluster 0
1087	Cluster 0
1088	Cluster 0
1089	Cluster 0
1091	Cluster 0
1093	Cluster 0
1094	Cluster 0
1095	Cluster 0
1097	Cluster 0
1098	Cluster 0
1099	Cluster 0
1100	Cluster 0
1101	Cluster 0
1102	Cluster 0
1103	Cluster 0
1104	Cluster 0
1106	Cluster 0
1107	Cluster 0
1108	Cluster 0
1109	Cluster 0
1110	Cluster 0
1111	Cluster 0
1112	Cluster 0
1114	Cluster 0
1115	Cluster 0
1116	Cluster 0
1119	Cluster 0
1120	Cluster 0
1121	Cluster 0
1122	Cluster 0
1123	Cluster 0
1124	Cluster 0
1127	Cluster 0
1129	Cluster 0
1130	Cluster 0
1131	Cluster 0
1132	Cluster 0
1133	Cluster 0
1134	Cluster 0
1135	Cluster 0
1136	Cluster 0
1137	Cluster 0
1138	Cluster 0
1139	Cluster 0
1140	Cluster 0
1141	Cluster 0
1142	Cluster 0
1143	Cluster 0
1144	Cluster 0
1145	Cluster 0
1146	Cluster 0
1147	Cluster 0
1148	Cluster 0
1149	Cluster 0
1150	Cluster 0
1151	Cluster 0
1152	Cluster 0
1153	Cluster 0
1154	Cluster 0
1156	Cluster 0
1157	Cluster 0
1158	Cluster 0
1160	Cluster 0
1162	Cluster 0
1163	Cluster 0
1165	Cluster 0
1166	Cluster 0
1167	Cluster 0
1168	Cluster 0
1169	Cluster 0
1170	Cluster 0
1173	Cluster 0
1174	Cluster 0
1175	Cluster 0
1176	Cluster 0
1179	Cluster 0
1180	Cluster 0
1181	Cluster 0
1182	Cluster 0
1183	Cluster 0
1184	Cluster 0
1185	Cluster 0
1186	Cluster 0
1187	Cluster 0
1188	Cluster 0
1189	Cluster 0
1190	Cluster 0
1191	Cluster 0
1192	Cluster 0
1193	Cluster 0
1194	Cluster 0
1195	Cluster 0
1196	Cluster 0
1197	Cluster 0
1198	Cluster 0
1199	Cluster 0
1202	Cluster 0
1203	Cluster 0
1206	Cluster 0
1207	Cluster 0
1208	Cluster 0
1209	Cluster 0
1210	Cluster 0
1211	Cluster 0
1212	Cluster 0
1213	Cluster 0
1214	Cluster 0
1215	Cluster 0
1216	Cluster 0
1217	Cluster 0
1218	Cluster 0
1219	Cluster 0
1222	Cluster 0
1223	Cluster 0
1224	Cluster 0
1225	Cluster 0
1226	Cluster 0
1227	Cluster 0
1228	Cluster 0
1229	Cluster 0
1230	Cluster 0
1231	Cluster 0
1232	Cluster 0
1233	Cluster 0
1234	Cluster 0
1235	Cluster 0
1237	Cluster 0
1239	Cluster 0
1240	Cluster 0
1241	Cluster 0
1242	Cluster 0
1243	Cluster 0
1246	Cluster 0
1247	Cluster 0
1248	Cluster 0
1249	Cluster 0
1250	Cluster 0
1251	Cluster 0
1252	Cluster 0
1253	Cluster 0
1254	Cluster 0
1255	Cluster 0
1256	Cluster 0
1257	Cluster 0
1259	Cluster 0
1260	Cluster 0
1261	Cluster 0
1262	Cluster 0
1263	Cluster 0
1264	Cluster 0
1265	Cluster 0
1266	Cluster 0
1267	Cluster 0
1268	Cluster 0
1269	Cluster 0
1270	Cluster 0
1274	Cluster 0
1275	Cluster 0
1276	Cluster 0
1277	Cluster 0
1278	Cluster 0
1279	Cluster 0
1280	Cluster 0
1281	Cluster 0
1282	Cluster 0
1284	Cluster 0
1285	Cluster 0
1288	Cluster 0
1289	Cluster 0
1290	Cluster 0
1293	Cluster 0
1294	Cluster 0
1295	Cluster 0
1296	Cluster 0
1297	Cluster 0
1298	Cluster 0
1299	Cluster 0
1300	Cluster 0
1301	Cluster 0
1302	Cluster 0
1303	Cluster 0
1304	Cluster 0
1305	Cluster 0
1306	Cluster 0
1308	Cluster 0
1309	Cluster 0
1310	Cluster 0
1311	Cluster 0
1312	Cluster 0
1314	Cluster 0
1315	Cluster 0
1316	Cluster 0
1317	Cluster 0
1318	Cluster 0
1319	Cluster 0
1320	Cluster 0
1321	Cluster 0
1322	Cluster 0
1324	Cluster 0
1326	Cluster 0
1328	Cluster 0
1329	Cluster 0
1330	Cluster 0
1331	Cluster 0
1332	Cluster 0
1333	Cluster 0
1334	Cluster 0
1335	Cluster 0
1336	Cluster 0
1337	Cluster 0
1338	Cluster 0
1339	Cluster 0
1340	Cluster 0
1341	Cluster 0
1342	Cluster 0
1343	Cluster 0
1344	Cluster 0
1345	Cluster 0
1346	Cluster 0
1347	Cluster 0
1348	Cluster 0
1349	Cluster 0
1350	Cluster 0
1351	Cluster 0
1353	Cluster 0
1355	Cluster 0
1356	Cluster 0
1357	Cluster 0
1358	Cluster 0
1359	Cluster 0
1364	Cluster 0
1365	Cluster 0
1366	Cluster 0
1367	Cluster 0
1368	Cluster 0
1369	Cluster 0
1374	Cluster 0
1375	Cluster 0
1376	Cluster 0
1378	Cluster 0
1379	Cluster 0
1380	Cluster 0
1382	Cluster 0
1383	Cluster 0
1384	Cluster 0
1385	Cluster 0
1386	Cluster 0
1387	Cluster 0
1388	Cluster 0
1389	Cluster 0
1390	Cluster 0
1391	Cluster 0
1392	Cluster 0
1393	Cluster 0
1394	Cluster 0
1395	Cluster 0
1396	Cluster 0
1397	Cluster 0
1399	Cluster 0
0	Cluster 1
1024	Cluster 1
1	Cluster 1
4	Cluster 1
5	Cluster 1
6	Cluster 1
7	Cluster 1
8	Cluster 1
1033	Cluster 1
10	Cluster 1
13	Cluster 1
14	Cluster 1
1038	Cluster 1
15	Cluster 1
17	Cluster 1
1041	Cluster 1
18	Cluster 1
1042	Cluster 1
19	Cluster 1
1043	Cluster 1
23	Cluster 1
24	Cluster 1
1049	Cluster 1
26	Cluster 1
1050	Cluster 1
27	Cluster 1
1051	Cluster 1
28	Cluster 1
31	Cluster 1
33	Cluster 1
34	Cluster 1
36	Cluster 1
41	Cluster 1
42	Cluster 1
44	Cluster 1
45	Cluster 1
49	Cluster 1
50	Cluster 1
51	Cluster 1
52	Cluster 1
53	Cluster 1
54	Cluster 1
56	Cluster 1
1080	Cluster 1
57	Cluster 1
59	Cluster 1
60	Cluster 1
61	Cluster 1
63	Cluster 1
1090	Cluster 1
67	Cluster 1
1092	Cluster 1
71	Cluster 1
1096	Cluster 1
73	Cluster 1
76	Cluster 1
77	Cluster 1
1105	Cluster 1
82	Cluster 1
83	Cluster 1
84	Cluster 1
89	Cluster 1
1113	Cluster 1
90	Cluster 1
93	Cluster 1
1117	Cluster 1
94	Cluster 1
1118	Cluster 1
96	Cluster 1
1125	Cluster 1
102	Cluster 1
1126	Cluster 1
103	Cluster 1
1128	Cluster 1
107	Cluster 1
108	Cluster 1
109	Cluster 1
114	Cluster 1
115	Cluster 1
117	Cluster 1
120	Cluster 1
121	Cluster 1
122	Cluster 1
129	Cluster 1
130	Cluster 1
1155	Cluster 1
133	Cluster 1
134	Cluster 1
1159	Cluster 1
136	Cluster 1
137	Cluster 1
1161	Cluster 1
138	Cluster 1
139	Cluster 1
140	Cluster 1
1164	Cluster 1
142	Cluster 1
145	Cluster 1
146	Cluster 1
1171	Cluster 1
148	Cluster 1
1172	Cluster 1
149	Cluster 1
150	Cluster 1
151	Cluster 1
152	Cluster 1
153	Cluster 1
1177	Cluster 1
154	Cluster 1
1178	Cluster 1
157	Cluster 1
158	Cluster 1
162	Cluster 1
168	Cluster 1
169	Cluster 1
170	Cluster 1
171	Cluster 1
172	Cluster 1
173	Cluster 1
175	Cluster 1
176	Cluster 1
1200	Cluster 1
1201	Cluster 1
180	Cluster 1
1204	Cluster 1
181	Cluster 1
1205	Cluster 1
182	Cluster 1
183	Cluster 1
184	Cluster 1
187	Cluster 1
188	Cluster 1
189	Cluster 1
194	Cluster 1
195	Cluster 1
196	Cluster 1
1220	Cluster 1
1221	Cluster 1
198	Cluster 1
200	Cluster 1
201	Cluster 1
202	Cluster 1
203	Cluster 1
204	Cluster 1
1236	Cluster 1
1238	Cluster 1
215	Cluster 1
216	Cluster 1
217	Cluster 1
219	Cluster 1
1244	Cluster 1
221	Cluster 1
1245	Cluster 1
222	Cluster 1
225	Cluster 1
228	Cluster 1
229	Cluster 1
231	Cluster 1
232	Cluster 1
233	Cluster 1
234	Cluster 1
1258	Cluster 1
235	Cluster 1
236	Cluster 1
237	Cluster 1
239	Cluster 1
245	Cluster 1
246	Cluster 1
247	Cluster 1
1271	Cluster 1
1272	Cluster 1
1273	Cluster 1
250	Cluster 1
255	Cluster 1
256	Cluster 1
257	Cluster 1
258	Cluster 1
1283	Cluster 1
262	Cluster 1
1286	Cluster 1
1287	Cluster 1
265	Cluster 1
1291	Cluster 1
1292	Cluster 1
269	Cluster 1
270	Cluster 1
271	Cluster 1
272	Cluster 1
279	Cluster 1
280	Cluster 1
1307	Cluster 1
284	Cluster 1
287	Cluster 1
1313	Cluster 1
290	Cluster 1
291	Cluster 1
292	Cluster 1
298	Cluster 1
1323	Cluster 1
300	Cluster 1
1325	Cluster 1
302	Cluster 1
303	Cluster 1
1327	Cluster 1
305	Cluster 1
308	Cluster 1
314	Cluster 1
316	Cluster 1
321	Cluster 1
322	Cluster 1
328	Cluster 1
1352	Cluster 1
329	Cluster 1
330	Cluster 1
1354	Cluster 1
332	Cluster 1
335	Cluster 1
1360	Cluster 1
337	Cluster 1
1361	Cluster 1
338	Cluster 1
1362	Cluster 1
1363	Cluster 1
340	Cluster 1
341	Cluster 1
342	Cluster 1
343	Cluster 1
344	Cluster 1
1370	Cluster 1
347	Cluster 1
1371	Cluster 1
1372	Cluster 1
1373	Cluster 1
351	Cluster 1
353	Cluster 1
1377	Cluster 1
354	Cluster 1
1381	Cluster 1
362	Cluster 1
364	Cluster 1
365	Cluster 1
369	Cluster 1
372	Cluster 1
1398	Cluster 1
375	Cluster 1
377	Cluster 1
378	Cluster 1
381	Cluster 1
382	Cluster 1
384	Cluster 1
386	Cluster 1
387	Cluster 1
390	Cluster 1
391	Cluster 1
392	Cluster 1
393	Cluster 1
397	Cluster 1
399	Cluster 1
401	Cluster 1
402	Cluster 1
403	Cluster 1
404	Cluster 1
405	Cluster 1
411	Cluster 1
412	Cluster 1
413	Cluster 1
414	Cluster 1
415	Cluster 1
416	Cluster 1
417	Cluster 1
418	Cluster 1
419	Cluster 1
421	Cluster 1
422	Cluster 1
423	Cluster 1
424	Cluster 1
431	Cluster 1
434	Cluster 1
435	Cluster 1
437	Cluster 1
438	Cluster 1
439	Cluster 1
442	Cluster 1
443	Cluster 1
445	Cluster 1
446	Cluster 1
448	Cluster 1
449	Cluster 1
450	Cluster 1
453	Cluster 1
454	Cluster 1
457	Cluster 1
459	Cluster 1
462	Cluster 1
463	Cluster 1
465	Cluster 1
467	Cluster 1
469	Cluster 1
470	Cluster 1
471	Cluster 1
472	Cluster 1
476	Cluster 1
477	Cluster 1
478	Cluster 1
484	Cluster 1
485	Cluster 1
487	Cluster 1
488	Cluster 1
490	Cluster 1
495	Cluster 1
503	Cluster 1
504	Cluster 1
505	Cluster 1
506	Cluster 1
507	Cluster 1
509	Cluster 1
511	Cluster 1
517	Cluster 1
518	Cluster 1
519	Cluster 1
520	Cluster 1
522	Cluster 1
523	Cluster 1
524	Cluster 1
526	Cluster 1
527	Cluster 1
530	Cluster 1
531	Cluster 1
536	Cluster 1
538	Cluster 1
539	Cluster 1
540	Cluster 1
542	Cluster 1
543	Cluster 1
544	Cluster 1
545	Cluster 1
547	Cluster 1
548	Cluster 1
549	Cluster 1
550	Cluster 1
552	Cluster 1
553	Cluster 1
554	Cluster 1
556	Cluster 1
557	Cluster 1
558	Cluster 1
561	Cluster 1
562	Cluster 1
564	Cluster 1
565	Cluster 1
566	Cluster 1
568	Cluster 1
571	Cluster 1
572	Cluster 1
574	Cluster 1
575	Cluster 1
576	Cluster 1
577	Cluster 1
582	Cluster 1
585	Cluster 1
586	Cluster 1
587	Cluster 1
588	Cluster 1
589	Cluster 1
590	Cluster 1
591	Cluster 1
592	Cluster 1
594	Cluster 1
596	Cluster 1
597	Cluster 1
598	Cluster 1
600	Cluster 1
601	Cluster 1
602	Cluster 1
603	Cluster 1
604	Cluster 1
605	Cluster 1
606	Cluster 1
609	Cluster 1
610	Cluster 1
613	Cluster 1
614	Cluster 1
615	Cluster 1
617	Cluster 1
619	Cluster 1
621	Cluster 1
622	Cluster 1
623	Cluster 1
624	Cluster 1
626	Cluster 1
627	Cluster 1
629	Cluster 1
630	Cluster 1
632	Cluster 1
633	Cluster 1
634	Cluster 1
635	Cluster 1
636	Cluster 1
639	Cluster 1
640	Cluster 1
644	Cluster 1
652	Cluster 1
655	Cluster 1
656	Cluster 1
657	Cluster 1
659	Cluster 1
661	Cluster 1
662	Cluster 1
664	Cluster 1
666	Cluster 1
667	Cluster 1
669	Cluster 1
671	Cluster 1
672	Cluster 1
673	Cluster 1
675	Cluster 1
676	Cluster 1
677	Cluster 1
678	Cluster 1
679	Cluster 1
681	Cluster 1
684	Cluster 1
686	Cluster 1
687	Cluster 1
688	Cluster 1
689	Cluster 1
690	Cluster 1
691	Cluster 1
693	Cluster 1
694	Cluster 1
695	Cluster 1
699	Cluster 1
702	Cluster 1
706	Cluster 1
709	Cluster 1
710	Cluster 1
716	Cluster 1
717	Cluster 1
718	Cluster 1
719	Cluster 1
720	Cluster 1
721	Cluster 1
722	Cluster 1
726	Cluster 1
737	Cluster 1
742	Cluster 1
743	Cluster 1
746	Cluster 1
747	Cluster 1
748	Cluster 1
755	Cluster 1
775	Cluster 1
777	Cluster 1
782	Cluster 1
785	Cluster 1
790	Cluster 1
803	Cluster 1
807	Cluster 1
808	Cluster 1
813	Cluster 1
814	Cluster 1
815	Cluster 1
817	Cluster 1
833	Cluster 1
835	Cluster 1
838	Cluster 1
839	Cluster 1
840	Cluster 1
845	Cluster 1
846	Cluster 1
850	Cluster 1
864	Cluster 1
875	Cluster 1
876	Cluster 1
877	Cluster 1
878	Cluster 1
879	Cluster 1
880	Cluster 1
904	Cluster 1
905	Cluster 1
906	Cluster 1
911	Cluster 1
917	Cluster 1
931	Cluster 1
932	Cluster 1
933	Cluster 1
936	Cluster 1
939	Cluster 1
961	Cluster 1
962	Cluster 1
963	Cluster 1
964	Cluster 1
969	Cluster 1
974	Cluster 1
975	Cluster 1
1000	Cluster 1
1006	Cluster 1
1017	Cluster 1
1023	Cluster 1
